chr	from.id	from.coord	to.id	to.coord	tag	size
chr18	1	0	3	120000	gap	120000
chr18	4	120000	21	840000	domain	720000
chr18	22	840000	42	1680000	domain	840000
chr18	43	1680000	64	2560000	domain	880000
chr18	65	2560000	66	2640000	boundary	80000
chr18	67	2640000	81	3240000	domain	600000
chr18	82	3240000	92	3680000	domain	440000
chr18	93	3680000	101	4040000	boundary	360000
chr18	102	4040000	125	5000000	domain	960000
chr18	126	5000000	145	5800000	domain	800000
chr18	146	5800000	173	6920000	domain	1120000
chr18	174	6920000	180	7200000	boundary	280000
chr18	181	7200000	213	8520000	domain	1320000
chr18	214	8520000	226	9040000	domain	520000
chr18	227	9040000	239	9560000	domain	520000
chr18	240	9560000	244	9760000	boundary	200000
chr18	245	9760000	265	10600000	domain	840000
chr18	266	10600000	266	10640000	gap	40000
chr18	267	10640000	290	11600000	domain	960000
chr18	291	11600000	291	11640000	gap	40000
chr18	292	11640000	303	12120000	domain	480000
chr18	304	12120000	306	12240000	gap	120000
chr18	307	12240000	324	12960000	domain	720000
chr18	325	12960000	353	14120000	domain	1160000
chr18	354	14120000	524	20960000	gap	6840000
chr18	525	20960000	547	21880000	domain	920000
chr18	548	21880000	569	22760000	domain	880000
chr18	570	22760000	587	23480000	domain	720000
chr18	588	23480000	604	24160000	domain	680000
chr18	605	24160000	612	24480000	boundary	320000
chr18	613	24480000	655	26200000	domain	1720000
chr18	656	26200000	675	27000000	domain	800000
chr18	676	27000000	691	27640000	domain	640000
chr18	692	27640000	718	28720000	domain	1080000
chr18	719	28720000	723	28920000	boundary	200000
chr18	724	28920000	743	29720000	domain	800000
chr18	744	29720000	758	30320000	domain	600000
chr18	759	30320000	774	30960000	domain	640000
chr18	775	30960000	789	31560000	domain	600000
chr18	790	31560000	803	32120000	boundary	560000
chr18	804	32120000	816	32640000	domain	520000
chr18	817	32640000	830	33200000	domain	560000
chr18	831	33200000	871	34840000	domain	1640000
chr18	872	34840000	880	35200000	boundary	360000
chr18	881	35200000	884	35360000	boundary	160000
chr18	885	35360000	899	35960000	domain	600000
chr18	900	35960000	921	36840000	domain	880000
chr18	922	36840000	933	37320000	domain	480000
chr18	934	37320000	939	37560000	boundary	240000
chr18	940	37560000	1011	40440000	domain	2880000
chr18	1012	40440000	1050	42000000	domain	1560000
chr18	1051	42000000	1090	43600000	domain	1600000
chr18	1091	43600000	1141	45640000	domain	2040000
chr18	1142	45640000	1153	46120000	boundary	480000
chr18	1154	46120000	1174	46960000	domain	840000
chr18	1175	46960000	1176	47040000	gap	80000
chr18	1177	47040000	1194	47760000	domain	720000
chr18	1195	47760000	1212	48480000	domain	720000
chr18	1213	48480000	1216	48640000	boundary	160000
chr18	1217	48640000	1237	49480000	domain	840000
chr18	1238	49480000	1261	50440000	domain	960000
chr18	1262	50440000	1270	50800000	domain	360000
chr18	1271	50800000	1277	51080000	domain	280000
chr18	1278	51080000	1290	51600000	domain	520000
chr18	1291	51600000	1317	52680000	domain	1080000
chr18	1318	52680000	1338	53520000	domain	840000
chr18	1339	53520000	1355	54200000	domain	680000
chr18	1356	54200000	1358	54320000	boundary	120000
chr18	1359	54320000	1379	55160000	domain	840000
chr18	1380	55160000	1417	56680000	domain	1520000
chr18	1418	56680000	1440	57600000	domain	920000
chr18	1441	57600000	1460	58400000	domain	800000
chr18	1461	58400000	1463	58520000	boundary	120000
chr18	1464	58520000	1469	58760000	boundary	240000
chr18	1470	58760000	1479	59160000	domain	400000
chr18	1480	59160000	1485	59400000	boundary	240000
chr18	1486	59400000	1516	60640000	domain	1240000
chr18	1517	60640000	1538	61520000	domain	880000
chr18	1539	61520000	1554	62160000	domain	640000
chr18	1555	62160000	1575	63000000	domain	840000
chr18	1576	63000000	1587	63480000	domain	480000
chr18	1588	63480000	1600	64000000	domain	520000
chr18	1601	64000000	1640	65600000	domain	1600000
chr18	1641	65600000	1662	66480000	domain	880000
chr18	1663	66480000	1692	67680000	domain	1200000
chr18	1693	67680000	1692	67680000	gap	0
chr18	1693	67680000	1693	67720000	gap	40000
chr18	1694	67720000	1719	68760000	domain	1040000
chr18	1720	68760000	1754	70160000	domain	1400000
chr18	1755	70160000	1762	70480000	boundary	320000
chr18	1763	70480000	1817	72680000	domain	2200000
chr18	1818	72680000	1853	74120000	domain	1440000
chr18	1854	74120000	1865	74600000	boundary	480000
chr18	1866	74600000	1888	75520000	domain	920000
chr18	1889	75520000	1909	76360000	domain	840000
chr18	1910	76360000	1919	76760000	boundary	400000
chr18	1920	76760000	1943	77720000	domain	960000
chr18	1944	77720000	1974	78960000	domain	1240000
chr18	1975	78960000	1984	79360000	boundary	400000
chr18	1985	79360000	2007	80280000	domain	920000
